@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute update-1 numeric

@data
653,'2019/02/12 17:26:23:395',6,26.277851,26.277851,26.277851,26.277851,26.277851,26.277851,26.277851,26.277851,21.171114,21.171114,21.171114,21.171114,21.171114,21.171114,21.171114,12.805915,12.805915,12.805915,12.805915,12.805915,6.233144,6.233144,6.233144,6.233144,6.748224,6.748224,6.748224,4.307275,4.307275,4.307275,2.669674,2.669674,2.56454,2.56454,4.996617,4.996617,5.894943,5.894943,5.085752,3.30272,3.30272,6.104511,7.703669,3.847525,9.243031,18.633553,31.434708,37.986637,40.995659,41.121414,38.336178,24.911657,15.987763,10.992489,8.919949,4.746934,8.748663,6.851439,6.780063,15.825172,32.093708,34.3354,15.687723,8.281376,3.9543,5.035584,4.427414,14.640721,18.865286,7.924027,2.702429,7.558952,16.733982,20.983253,4.899272,5.409278,14.456419,9.416766,4.801613,9.968439,9.941725,4.106044,9.161646,6.042521,10.173228,8.165624,7.826928,8.477678,10.910031,9.415625,12.113371,10.466176,11.016781,11.553586,7.014222,4.836452,6.848659,4.387562,4.562239,3.951597,4.794467,6.208225,4.588242,2.746903,904.394531,0.9
654,'2019/02/12 17:26:23:412',6,24.199123,24.199123,24.199123,24.199123,24.199123,24.199123,24.199123,24.199123,19.717047,19.717047,19.717047,19.717047,19.717047,19.717047,19.717047,12.781769,12.781769,12.781769,12.781769,12.781769,3.976994,3.976994,3.976994,3.976994,1.533747,1.533747,1.533747,2.741708,2.741708,2.741708,4.023643,4.023643,6.310022,6.310022,7.215219,7.215219,7.594392,7.594392,7.943358,5.621614,5.621614,5.317178,9.503695,3.597286,11.455384,16.766529,31.038454,38.050896,41.313484,41.656036,39.160728,27.497589,9.984297,6.136491,2.256981,4.02997,7.373161,6.172926,5.437276,10.14861,29.887985,33.297085,15.773727,6.933037,3.072611,2.311323,2.114821,9.79554,16.244539,4.970729,2.740033,7.707629,16.206982,22.904163,4.192325,6.075665,9.280078,9.952117,4.503954,8.803729,10.342794,3.921029,9.530969,6.166525,4.774495,7.628595,6.293819,7.201677,7.763928,10.215002,9.391232,9.832015,9.145835,11.250854,7.708704,6.912239,5.275739,3.976023,3.161047,3.181789,3.64,3.86523,4.584591,3.674905,904.394531,0.9
655,'2019/02/12 17:26:23:428',6,12.797907,12.797907,12.797907,12.797907,12.797907,12.797907,12.797907,12.797907,8.008,8.008,8.008,8.008,8.008,8.008,8.008,3.751412,3.751412,3.751412,3.751412,3.751412,3.186695,3.186695,3.186695,3.186695,3.598931,3.598931,3.598931,5.171825,5.171825,5.171825,6.32564,6.32564,6.570538,6.570538,5.438378,5.438378,4.347955,4.347955,4.493412,4.037259,4.037259,5.64534,9.396068,4.169839,10.496174,15.597502,30.164099,37.561047,41.137196,41.76149,39.541878,28.368103,9.837381,8.616924,8.402349,8.507002,8.253223,4.775608,3.834051,10.672498,28.621122,33.121899,17.646227,9.735387,5.529162,3.295615,5.368864,8.597956,8.974217,3.765943,6.098481,7.85628,15.010389,23.383572,3.850127,5.013182,9.793535,11.770088,5.794468,8.011324,7.683185,8.477314,9.784863,6.420633,5.51246,6.957036,7.265854,7.085937,11.275997,6.610629,9.758124,9.801995,10.082122,9.484672,7.678062,5.77676,7.274168,2.839975,4.042874,3.806252,2.69633,3.504621,3.152741,3.573746,904.394531,0.9
656,'2019/02/12 17:26:23:445',6,15.980324,15.980324,15.980324,15.980324,15.980324,15.980324,15.980324,15.980324,12.522007,12.522007,12.522007,12.522007,12.522007,12.522007,12.522007,8.165126,8.165126,8.165126,8.165126,8.165126,6.194412,6.194412,6.194412,6.194412,5.896987,5.896987,5.896987,5.543663,5.543663,5.543663,4.957241,4.957241,4.52042,4.52042,4.554666,4.554666,5.203032,5.203032,5.932662,6.159776,6.159776,1.277541,5.678987,8.719714,14.362721,10.701871,29.349451,37.267235,41.059933,41.85656,39.851967,29.723286,9.29132,9.737838,12.498692,8.607386,6.751704,4.636423,6.686631,10.904864,27.623245,33.205093,18.544102,9.025336,6.946387,4.231403,5.276653,5.21722,11.414936,8.83672,8.231422,7.914404,13.883593,24.878315,3.29952,6.514444,6.388196,10.762541,3.011821,4.295062,8.198149,4.949779,5.623838,5.89818,4.931363,8.411686,4.004623,8.231663,7.314035,9.558384,10.1288,10.409608,9.440807,9.897269,5.244379,4.86869,4.723659,2.874619,3.000163,3.333456,3.032061,3.628149,2.725454,3.04732,904.394531,0.9
657,'2019/02/12 17:26:23:462',6,22.208218,22.208218,22.208218,22.208218,22.208218,22.208218,22.208218,22.208218,17.906408,17.906408,17.906408,17.906408,17.906408,17.906408,17.906408,12.266588,12.266588,12.266588,12.266588,12.266588,7.013907,7.013907,7.013907,7.013907,4.867519,4.867519,4.867519,5.14368,5.14368,5.14368,5.49508,5.49508,5.271122,5.271122,4.47967,4.47967,4.527215,4.527215,5.862313,6.007101,6.007101,5.541522,8.539021,7.436512,11.335552,15.814695,30.00967,37.250477,40.743477,41.323814,39.105713,28.726053,15.805116,14.110808,11.511698,7.0563,3.755316,7.224622,9.851612,14.218738,29.860126,34.449581,16.147064,10.930256,5.309973,4.25139,5.105328,10.015535,17.25032,9.390437,6.862227,4.121597,13.228077,24.247763,5.707717,4.385279,11.494726,12.949347,6.488699,6.381977,8.861331,5.359756,9.049483,8.374136,5.954385,8.303378,5.299415,7.424957,7.533813,9.517023,11.11664,10.334411,9.11327,9.594845,6.346193,4.854781,5.833766,3.870268,4.436386,3.816402,3.34692,4.21706,3.17112,3.079723,904.394531,0.9
658,'2019/02/12 17:26:23:479',6,23.563978,23.563978,23.563978,23.563978,23.563978,23.563978,23.563978,23.563978,18.869501,18.869501,18.869501,18.869501,18.869501,18.869501,18.869501,11.471934,11.471934,11.471934,11.471934,11.471934,2.918538,2.918538,2.918538,2.918538,3.785243,3.785243,3.785243,3.734649,3.734649,3.734649,4.50237,4.50237,7.920818,7.920818,9.405069,9.405069,9.439736,9.439736,9.253517,7.633323,7.633323,2.00861,4.811493,6.459531,11.381275,16.159286,30.271667,37.121284,40.28109,40.531582,37.90374,25.192825,13.210839,5.760695,3.115445,9.262618,12.121618,9.861593,7.677221,12.715405,32.514683,35.316303,16.815813,4.733095,6.363838,6.858566,3.476392,13.907358,21.045692,3.915827,6.722251,9.086871,15.884683,21.034918,5.582265,6.312357,10.991262,10.037415,5.230989,7.798726,8.608577,7.7133,10.039719,4.863613,6.731741,9.824322,8.059818,7.414858,10.509497,9.666984,12.307102,10.22464,10.294659,12.427581,7.392368,6.917435,5.751421,4.07158,2.625064,3.610342,2.650009,3.469507,3.087086,3.231026,904.394531,0.9
659,'2019/02/12 17:26:23:495',6,22.089413,22.089413,22.089413,22.089413,22.089413,22.089413,22.089413,22.089413,17.261097,17.261097,17.261097,17.261097,17.261097,17.261097,17.261097,10.13282,10.13282,10.13282,10.13282,10.13282,1.507532,1.507532,1.507532,1.507532,1.945595,1.945595,1.945595,2.937144,2.937144,2.937144,4.238138,4.238138,5.050278,5.050278,5.459768,5.459768,5.561825,5.561825,6.007614,5.267995,5.267995,3.010151,5.56391,5.540226,10.502287,16.612518,30.229513,36.955585,40.049244,40.256733,37.614101,25.485466,9.132645,6.421272,6.996664,3.613492,3.117026,6.006713,9.795735,14.776636,32.491463,35.186642,14.730467,5.596319,4.417852,3.647966,4.624482,14.18782,20.95755,4.735709,2.756568,5.772091,14.332975,20.44689,2.521912,5.588602,8.933615,9.35843,5.610762,7.792992,9.930696,6.722644,10.878085,6.55019,9.724472,7.121501,4.802151,8.201918,8.445245,11.405376,11.43463,13.012281,10.745423,9.240494,8.468824,3.137385,4.091318,2.956509,3.315614,3.69693,3.38441,5.672811,4.083506,4.193958,904.394531,0.9
660,'2019/02/12 17:26:23:512',6,18.91898,18.91898,18.91898,18.91898,18.91898,18.91898,18.91898,18.91898,14.364406,14.364406,14.364406,14.364406,14.364406,14.364406,14.364406,7.14552,7.14552,7.14552,7.14552,7.14552,4.052935,4.052935,4.052935,4.052935,4.670211,4.670211,4.670211,3.124063,3.124063,3.124063,3.264512,3.264512,4.291295,4.291295,4.230747,4.230747,6.420871,6.420871,7.709328,8.723742,8.723742,10.83494,11.069004,0.775225,10.76023,15.990415,30.47307,37.474731,40.732857,41.080788,38.609249,27.353745,4.882864,6.541264,8.421911,9.407717,3.93831,7.24796,6.016148,11.216928,30.44396,33.07555,15.768237,7.323338,2.23755,1.45073,3.459565,12.235628,16.037722,4.183539,6.733728,7.867794,16.296619,20.718658,6.9151,5.313615,10.3125,8.257333,5.187697,3.491538,4.835802,5.671048,8.307714,7.953071,8.576616,6.727923,6.922911,9.470611,11.907409,11.274978,12.868942,13.022981,11.335437,16.130806,8.595534,7.070741,8.65674,6.730166,2.684541,3.758497,2.331933,4.97366,4.054408,3.574859,904.394531,0.9
661,'2019/02/12 17:26:23:528',6,17.499516,17.499516,17.499516,17.499516,17.499516,17.499516,17.499516,17.499516,12.481972,12.481972,12.481972,12.481972,12.481972,12.481972,12.481972,7.504193,7.504193,7.504193,7.504193,7.504193,7.829592,7.829592,7.829592,7.829592,6.647634,6.647634,6.647634,2.771089,2.771089,2.771089,3.627244,3.627244,5.77671,5.77671,5.554913,5.554913,5.372575,5.372575,6.612048,6.386447,6.386447,1.888481,5.370121,4.991484,9.693138,18.153955,31.279472,37.941967,41.012001,41.168499,38.372627,24.038862,15.958638,8.059171,4.293944,3.188431,5.441728,6.272346,5.668518,12.559805,29.951284,32.842587,17.385727,5.249646,2.653812,3.50963,4.794633,8.73071,15.750504,6.470756,3.277863,8.485192,16.781279,19.922646,2.723664,3.669619,7.436737,8.395755,3.530174,7.223077,6.176418,4.96516,8.667715,6.421515,5.182433,6.773618,7.231839,7.042786,9.452592,11.364908,8.557326,11.471124,9.829243,14.053423,8.530354,6.74548,6.98611,4.111049,3.541853,2.599892,2.466556,4.2249,3.617693,2.841058,904.394531,0.9
662,'2019/02/12 17:26:23:545',6,13.456701,13.456701,13.456701,13.456701,13.456701,13.456701,13.456701,13.456701,9.979658,9.979658,9.979658,9.979658,9.979658,9.979658,9.979658,5.583961,5.583961,5.583961,5.583961,5.583961,2.25292,2.25292,2.25292,2.25292,0.204342,0.204342,0.204342,1.859379,1.859379,1.859379,3.47051,3.47051,5.456105,5.456105,6.2321,6.2321,5.634356,5.634356,4.807472,4.269879,4.269879,2.613714,4.589287,7.859514,12.342352,16.843031,30.955355,37.72406,40.800243,40.956017,38.195229,24.460854,15.705367,8.977515,0.771113,9.042925,10.337664,9.398005,6.279887,13.78801,30.9522,33.383991,15.812553,4.245833,4.806492,2.731623,2.604492,11.980841,16.391916,5.63732,4.255529,6.768777,15.109082,19.107471,4.932677,6.25502,8.535177,11.085932,3.379656,5.181017,7.674006,4.804066,8.678414,8.347232,7.369417,6.946135,6.611729,9.150898,9.775814,8.250738,10.693417,9.352671,6.106461,13.686498,6.55057,6.031708,6.47662,4.887449,3.17904,3.378709,3.283632,4.731787,3.375578,2.718512,904.394531,0.9
663,'2019/02/12 17:26:23:562',6,14.05365,14.05365,14.05365,14.05365,14.05365,14.05365,14.05365,14.05365,9.75397,9.75397,9.75397,9.75397,9.75397,9.75397,9.75397,7.935736,7.935736,7.935736,7.935736,7.935736,8.597092,8.597092,8.597092,8.597092,6.874942,6.874942,6.874942,3.569373,3.569373,3.569373,1.122708,1.122708,1.067569,1.067569,3.000198,3.000198,4.192042,4.192042,4.811854,5.64197,5.64197,7.972322,8.312595,7.732818,11.820321,17.877081,31.283775,37.788437,40.684322,40.710258,37.903778,25.833035,8.56755,5.261435,3.700113,6.096505,3.8032,4.553988,7.399718,14.231731,32.316441,33.179169,14.975681,8.967477,6.124934,3.945687,2.783026,13.219927,14.753266,3.734311,5.408464,6.273025,17.600538,19.302792,3.340237,3.010956,9.242418,9.270421,5.071375,7.988398,8.567433,7.759315,9.023302,5.723689,8.374757,7.826917,7.213497,7.91237,9.800239,11.898156,11.065866,13.932,9.930614,10.756539,7.328717,4.898457,5.382079,3.204264,4.269147,3.732327,3.302737,5.452435,4.377625,2.797384,904.394531,0.9
664,'2019/02/12 17:26:23:579',6,4.769122,4.769122,4.769122,4.769122,4.769122,4.769122,4.769122,4.769122,5.358229,5.358229,5.358229,5.358229,5.358229,5.358229,5.358229,6.54305,6.54305,6.54305,6.54305,6.54305,6.755093,6.755093,6.755093,6.755093,5.855497,5.855497,5.855497,4.864785,4.864785,4.864785,4.512519,4.512519,4.001181,4.001181,3.498003,3.498003,2.444341,2.444341,1.891051,2.672146,2.672146,4.537305,6.104012,6.942234,6.121864,21.225666,32.180077,37.927288,40.353279,39.925846,36.467907,17.404354,16.712301,6.410619,0.97141,3.184402,1.995156,4.232668,5.716606,18.315086,34.147083,33.477726,12.606103,7.289495,2.277076,2.532496,3.964306,14.302631,14.98907,4.372344,5.952222,5.524802,19.504347,14.799069,3.496233,4.401369,9.136881,7.904376,4.29216,11.282811,9.454789,5.033831,9.836909,7.925786,6.840969,5.661093,5.765538,7.783889,7.15701,6.837125,10.513412,12.793518,8.730042,11.726899,6.627716,4.01658,5.578501,5.045836,3.412911,2.433712,3.957144,3.042833,3.222951,3.472962,861.328125,0.9
665,'2019/02/12 17:26:23:595',6,9.196362,9.196362,9.196362,9.196362,9.196362,9.196362,9.196362,9.196362,7.096891,7.096891,7.096891,7.096891,7.096891,7.096891,7.096891,5.071507,5.071507,5.071507,5.071507,5.071507,4.529111,4.529111,4.529111,4.529111,4.568083,4.568083,4.568083,4.89256,4.89256,4.89256,6.091374,6.091374,7.048503,7.048503,6.643189,6.643189,5.792763,5.792763,5.710949,5.21231,5.21231,0.270835,2.459629,8.764784,10.543761,19.918936,31.945972,38.064571,40.729183,40.532768,37.411873,23.303457,12.98512,9.254045,8.468487,4.323672,7.846668,7.548499,10.189621,15.311952,33.355507,33.212875,13.286119,5.888769,4.830185,2.265855,2.143887,13.169525,13.466792,2.389238,6.861331,10.020119,19.711123,18.783819,7.04953,6.773059,9.556044,6.684536,3.571388,8.246253,6.117159,5.7919,7.238122,6.213227,7.684736,6.234216,6.461886,7.481583,8.435753,10.270437,10.110174,14.214189,10.422689,8.249309,5.679292,4.146506,4.430877,4.182433,2.453653,2.446832,2.34995,4.268303,3.61247,2.826851,861.328125,0.9
666,'2019/02/12 17:26:23:612',6,20.952831,20.952831,20.952831,20.952831,20.952831,20.952831,20.952831,20.952831,16.765491,16.765491,16.765491,16.765491,16.765491,16.765491,16.765491,10.72253,10.72253,10.72253,10.72253,10.72253,5.207911,5.207911,5.207911,5.207911,5.067351,5.067351,5.067351,5.129693,5.129693,5.129693,3.900187,3.900187,3.645401,3.645401,5.57668,5.57668,6.218572,6.218572,3.492086,0.323979,0.323979,5.503654,7.756878,6.252776,10.189604,18.366882,31.390574,37.947803,40.934288,41.045578,38.285469,25.190252,14.304033,11.729443,10.876377,11.698205,5.809497,5.770424,6.254483,14.449562,32.118324,33.362225,14.834488,8.829865,7.291461,5.649088,2.07966,13.008717,14.815743,5.239299,7.346461,7.103121,18.564983,20.090347,7.567888,3.748961,11.449171,8.432244,5.259163,9.223305,7.583233,4.804175,7.003101,3.925685,7.502727,6.746715,6.874386,5.678205,10.585984,11.987758,10.397432,12.095336,12.183466,14.47949,7.915584,6.416748,8.358287,4.68337,3.981903,3.473601,3.190078,3.997106,2.843191,2.855872,904.394531,0.9
667,'2019/02/12 17:26:23:628',6,26.462669,26.462669,26.462669,26.462669,26.462669,26.462669,26.462669,26.462669,21.283815,21.283815,21.283815,21.283815,21.283815,21.283815,21.283815,12.748233,12.748233,12.748233,12.748233,12.748233,3.820155,3.820155,3.820155,3.820155,6.14783,6.14783,6.14783,4.574905,4.574905,4.574905,2.565701,2.565701,0.841967,0.841967,3.07731,3.07731,3.716105,3.716105,2.874329,2.821757,2.821757,5.463694,6.825849,6.628809,12.286367,17.135057,31.491291,38.417145,41.633453,41.944229,39.408184,27.506418,9.823216,9.508013,11.74098,9.958916,10.636171,9.144022,9.86828,12.683613,29.740166,32.355751,13.114228,9.394973,6.944418,4.931321,1.854425,13.82269,17.138285,6.849766,6.467725,7.352516,15.775231,20.995594,5.306447,9.554534,10.845312,8.073261,5.395102,8.936171,8.82044,3.906281,9.451724,6.32703,6.590331,9.011984,6.864693,7.570513,7.571894,11.493359,12.382557,9.325174,9.925989,8.698648,6.520322,5.120267,4.855934,2.741518,2.398126,3.021771,4.12376,3.963588,3.865599,3.333105,904.394531,0.9
668,'2019/02/12 17:26:23:645',6,26.340532,26.340532,26.340532,26.340532,26.340532,26.340532,26.340532,26.340532,21.299248,21.299248,21.299248,21.299248,21.299248,21.299248,21.299248,13.049202,13.049202,13.049202,13.049202,13.049202,1.485487,1.485487,1.485487,1.485487,1.38612,1.38612,1.38612,4.117305,4.117305,4.117305,4.452112,4.452112,3.553035,3.553035,4.789633,4.789633,6.051927,6.051927,3.274395,2.335045,2.335045,4.970254,7.643402,6.070287,12.438841,16.513336,31.353836,38.471348,41.805798,42.216553,39.795643,28.339695,8.920478,7.756058,4.618865,9.65024,10.080501,5.49513,7.623544,11.520391,28.176876,31.896545,14.595949,8.520045,2.002776,4.162821,5.551718,10.362595,16.241327,6.060581,4.119967,6.350599,13.910166,22.945995,2.904693,5.977763,9.975249,8.628957,5.85619,6.799596,9.415339,4.586037,9.623119,4.669303,5.282109,7.235366,6.065634,6.425484,8.102189,7.811357,10.809465,10.648686,11.14324,10.589068,8.013952,7.848679,4.235609,4.207545,3.516195,4.481005,3.656802,4.530258,2.962386,3.05998,904.394531,0.9
669,'2019/02/12 17:26:23:662',6,19.040695,19.040695,19.040695,19.040695,19.040695,19.040695,19.040695,19.040695,14.314665,14.314665,14.314665,14.314665,14.314665,14.314665,14.314665,7.633576,7.633576,7.633576,7.633576,7.633576,2.234513,2.234513,2.234513,2.234513,2.351632,2.351632,2.351632,1.915494,1.915494,1.915494,3.086154,3.086154,2.755309,2.755309,0.868346,0.868346,1.310751,1.310751,4.931259,6.083015,6.083015,6.021585,8.309257,7.437191,12.40354,16.629654,31.292454,38.271004,41.495457,41.80188,39.257961,27.093582,13.054667,8.000784,4.866321,2.687125,3.173549,4.021336,2.79985,11.418171,29.584145,31.997086,13.477231,5.294452,3.473987,2.75159,1.592194,7.739741,12.738315,2.438655,3.393303,5.61835,15.443627,20.878441,4.686715,2.982229,8.565741,8.969927,6.050354,5.802846,7.511209,5.33031,7.751492,4.952631,2.438422,4.754869,5.603026,5.560959,7.472437,7.142895,6.324605,8.257639,9.091378,7.745845,7.031096,6.499648,5.657293,3.751391,3.375723,3.448173,3.115669,3.014376,2.816984,2.830956,904.394531,0.9
670,'2019/02/12 17:26:23:678',6,19.098736,19.098736,19.098736,19.098736,19.098736,19.098736,19.098736,19.098736,13.820287,13.820287,13.820287,13.820287,13.820287,13.820287,13.820287,4.738458,4.738458,4.738458,4.738458,4.738458,6.331512,6.331512,6.331512,6.331512,5.939439,5.939439,5.939439,2.499126,2.499126,2.499126,0.951686,0.951686,2.716129,2.716129,4.002111,4.002111,4.837085,4.837085,6.780083,7.448629,7.448629,2.958004,4.760192,9.140741,12.44667,17.549847,31.178169,37.875423,40.931763,41.097027,38.394051,25.649918,15.166433,11.179081,6.106619,4.304873,8.757416,6.251396,7.809825,13.79565,31.549496,33.590473,15.535602,8.158298,2.738193,4.281015,4.208907,11.678753,17.417658,6.979376,5.46764,9.392222,16.575611,20.847792,2.087687,5.212855,11.234362,8.719302,4.826431,7.82954,9.237112,4.285031,8.094338,3.95527,6.629023,6.588098,6.884281,7.513757,10.712621,9.275023,11.776256,12.30335,10.532276,13.221423,6.781085,7.000059,5.817095,3.898334,3.257016,3.420532,3.090257,4.826996,3.673135,2.813476,904.394531,0.9
671,'2019/02/12 17:26:23:695',6,20.297983,20.297983,20.297983,20.297983,20.297983,20.297983,20.297983,20.297983,15.474148,15.474148,15.474148,15.474148,15.474148,15.474148,15.474148,8.358658,8.358658,8.358658,8.358658,8.358658,1.130103,1.130103,1.130103,1.130103,2.810242,2.810242,2.810242,1.820766,1.820766,1.820766,2.990083,2.990083,3.875001,3.875001,5.354819,5.354819,5.887572,5.887572,3.508599,1.86276,1.86276,5.09942,6.372917,7.226397,10.336132,17.96331,30.945255,37.462631,40.432037,40.5397,37.788387,25.022457,11.87812,5.659243,3.438742,9.450794,8.493807,6.063384,8.635519,14.67792,32.666588,34.755138,13.880405,6.632988,5.878434,3.602249,4.339677,14.937724,19.512442,4.211162,5.026713,4.529925,17.091993,20.113731,3.72186,6.380723,11.522763,10.019218,4.250834,7.202069,8.064829,4.555388,7.374454,5.887116,6.001855,7.1396,5.114115,6.202053,7.56443,10.577155,5.509789,8.8975,10.843968,12.004926,8.683908,4.990925,5.876643,5.488698,3.555941,3.109564,3.947487,4.529846,3.815671,3.725052,904.394531,0.9
672,'2019/02/12 17:26:23:712',6,19.702686,19.702686,19.702686,19.702686,19.702686,19.702686,19.702686,19.702686,14.625225,14.625225,14.625225,14.625225,14.625225,14.625225,14.625225,6.466226,6.466226,6.466226,6.466226,6.466226,3.740253,3.740253,3.740253,3.740253,4.624921,4.624921,4.624921,2.969502,2.969502,2.969502,1.635851,1.635851,1.542192,1.542192,4.614439,4.614439,5.733412,5.733412,4.756264,4.602729,4.602729,4.624396,4.641543,8.864021,13.103541,15.63985,30.408501,37.279968,40.385738,40.550438,37.80476,24.68528,13.610937,7.64269,6.971016,5.753732,8.408478,4.351409,6.258895,12.761747,32.897179,34.993477,16.500889,5.990265,2.780259,2.323038,4.609384,14.108135,20.066191,6.113026,5.286009,6.77294,17.04911,22.087002,5.790098,4.916018,12.43136,12.040061,6.452768,8.685135,10.902192,5.725547,10.493027,4.897529,6.883669,9.735748,5.372848,10.239735,9.970442,10.902228,11.30401,11.370839,7.697039,12.806914,8.064946,5.745935,5.207375,3.895989,4.441778,2.595989,2.172202,4.568242,2.675269,2.91535,904.394531,0.9
673,'2019/02/12 17:26:23:728',6,21.915424,21.915424,21.915424,21.915424,21.915424,21.915424,21.915424,21.915424,16.907017,16.907017,16.907017,16.907017,16.907017,16.907017,16.907017,8.498406,8.498406,8.498406,8.498406,8.498406,3.469501,3.469501,3.469501,3.469501,3.508373,3.508373,3.508373,0.678037,0.678037,0.678037,0.384966,0.384966,1.713459,1.713459,1.811665,1.811665,1.65999,1.65999,2.672598,4.521693,4.521693,1.072959,2.793946,8.20151,12.710306,15.466905,30.43144,37.453396,40.715065,41.065659,38.582294,27.008522,11.62634,10.373556,11.647881,10.580216,12.267197,7.462652,6.123077,13.01355,31.244663,34.503742,16.109875,5.963905,6.468852,5.53091,3.428456,11.739144,17.439962,8.057053,7.736037,9.323191,14.286324,22.848709,4.94221,5.427926,12.427913,14.063548,6.81684,9.650299,9.167457,6.594385,9.50137,9.13547,7.615789,8.788583,6.400603,9.812542,8.431309,10.587437,11.698171,12.020536,13.090117,11.310892,7.178197,6.264001,5.666828,3.997447,3.911622,2.689662,2.38711,4.185956,4.114097,2.782263,904.394531,0.9
674,'2019/02/12 17:26:23:745',6,19.216492,19.216492,19.216492,19.216492,19.216492,19.216492,19.216492,19.216492,15.384531,15.384531,15.384531,15.384531,15.384531,15.384531,15.384531,10.260507,10.260507,10.260507,10.260507,10.260507,4.475026,4.475026,4.475026,4.475026,1.825404,1.825404,1.825404,2.088115,2.088115,2.088115,0.403407,0.403407,2.187942,2.187942,3.333684,3.333684,4.499553,4.499553,5.097547,4.160321,4.160321,5.091431,7.362334,5.221127,11.563993,16.297001,30.819628,37.855579,41.157974,41.546551,39.086716,27.253788,12.46982,8.438359,8.722404,4.177721,1.257641,1.450039,3.729492,11.385511,29.719194,33.382092,18.208399,4.091681,3.981367,3.026778,3.443016,9.134437,15.611667,5.637867,4.622257,5.189295,15.33205,23.382168,3.332878,5.225087,6.097981,8.064072,4.099364,6.061363,8.779519,3.23288,6.513903,5.472827,6.150654,6.640659,4.716729,5.540167,7.410598,11.108685,9.209089,9.012815,9.06342,11.490358,6.812072,5.192856,6.185629,3.871507,2.990436,3.362594,3.145141,4.135335,2.683975,3.965409,904.394531,0.9
