@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute update-1 numeric

@data
47,'2019/02/12 17:09:16:920',2,2.046742,2.046742,2.046742,2.046742,2.046742,2.046742,2.046742,2.046742,2.485864,2.485864,2.485864,2.485864,2.485864,2.485864,2.485864,3.385253,3.385253,3.385253,3.385253,3.385253,3.522165,3.522165,3.522165,3.522165,2.430329,2.430329,2.430329,1.189338,1.189338,1.189338,2.936152,2.936152,3.898221,3.898221,3.705787,3.705787,2.640868,2.640868,1.219736,0.184606,0.184606,0.820095,2.320477,3.81541,4.54322,4.221936,3.022186,1.544994,0.512871,0.558842,2.132636,4.116374,4.218046,2.134341,0.296238,0.541677,1.608724,1.224041,1.003951,4.043745,11.96617,9.967728,1.868141,8.562869,8.843837,2.055931,1.98344,1.463792,2.995904,3.187111,1.335662,1.275633,0.558092,0.568781,1.702485,0.485992,0.535311,0.530136,0.398625,0.699057,0.253706,0.159981,0.202886,0.248226,0.46217,0.353752,0.192041,0.327637,0.208096,0.263478,0.183007,0.240387,0.196383,0.153067,0.150973,0.170328,0.116353,0.166741,0.152182,0.273407,0.224049,0.216114,0.176007,0.161892,1765.722656,?
48,'2019/02/12 17:09:16:937',2,5.102176,5.102176,5.102176,5.102176,5.102176,5.102176,5.102176,5.102176,4.293193,4.293193,4.293193,4.293193,4.293193,4.293193,4.293193,3.246976,3.246976,3.246976,3.246976,3.246976,2.090943,2.090943,2.090943,2.090943,1.016446,1.016446,1.016446,1.791179,1.791179,1.791179,3.287762,3.287762,4.050418,4.050418,3.844529,3.844529,2.915202,2.915202,1.858939,1.061942,1.061942,0.172516,1.773914,3.456441,4.327658,4.061484,2.806115,1.220172,0.400468,0.506173,2.157929,4.224512,4.37893,2.285502,0.354937,0.173235,0.980304,0.60245,0.404861,4.369394,12.454319,10.792212,2.765424,8.871919,9.688819,3.576201,2.322258,1.439286,3.063814,4.356204,0.674892,0.735871,0.694413,0.710022,1.364437,0.795601,0.606836,0.568871,0.174562,0.51512,0.250275,0.140531,0.237405,0.117786,0.444938,0.336785,0.275138,0.143371,0.27055,0.155559,0.236968,0.15382,0.178381,0.191702,0.143649,0.186072,0.12245,0.1727,0.125035,0.172175,0.169759,0.174755,0.20729,0.161674,1765.722656,?
49,'2019/02/12 17:09:16:953',2,3.147946,3.147946,3.147946,3.147946,3.147946,3.147946,3.147946,3.147946,3.66755,3.66755,3.66755,3.66755,3.66755,3.66755,3.66755,3.058155,3.058155,3.058155,3.058155,3.058155,1.852911,1.852911,1.852911,1.852911,0.650015,0.650015,0.650015,2.271478,2.271478,2.271478,3.734609,3.734609,4.155101,4.155101,3.454795,3.454795,2.043762,2.043762,0.747477,0.311627,0.311627,1.069114,2.519376,4.02197,4.785135,4.426623,3.026067,1.166945,0.02882,0.484953,2.086887,4.116091,4.276392,2.282092,0.384043,0.434159,1.270318,1.266255,0.703417,3.871534,11.986113,10.571183,3.669564,5.058642,8.361214,2.534342,1.980006,0.505329,3.164689,2.989785,1.050235,0.69934,0.583346,0.613754,1.223759,0.352348,0.569091,0.731688,0.25992,0.462105,0.166611,0.174741,0.164756,0.184574,0.363349,0.264824,0.153602,0.3562,0.28881,0.151618,0.127322,0.191816,0.199668,0.254765,0.180046,0.172048,0.177318,0.17845,0.136324,0.17009,0.204682,0.199403,0.261852,0.253352,1765.722656,?
50,'2019/02/12 17:09:16:970',2,3.41018,3.41018,3.41018,3.41018,3.41018,3.41018,3.41018,3.41018,2.22782,2.22782,2.22782,2.22782,2.22782,2.22782,2.22782,2.056206,2.056206,2.056206,2.056206,2.056206,2.029966,2.029966,2.029966,2.029966,0.911043,0.911043,0.911043,1.468544,1.468544,1.468544,3.272424,3.272424,3.97025,3.97025,3.472607,3.472607,2.170406,2.170406,0.880472,0.227281,0.227281,0.889985,2.363501,3.916237,4.705399,4.348589,2.949414,1.112193,0.298141,0.511496,1.993564,4.024888,4.189548,2.132616,0.090199,0.69117,1.593161,1.299062,0.352915,4.374283,12.174221,10.407446,2.113858,8.220799,9.145041,3.035687,2.450224,0.914915,2.645686,3.379577,0.441539,1.009058,0.569692,1.167976,1.486419,0.938774,0.518934,0.522623,0.426431,0.483885,0.321346,0.130546,0.213841,0.261287,0.337408,0.258091,0.190845,0.232923,0.352848,0.163071,0.314995,0.323479,0.12868,0.333056,0.323768,0.188481,0.224969,0.187542,0.143655,0.157119,0.24467,0.17145,0.248584,0.284222,1765.722656,?
51,'2019/02/12 17:09:16:987',2,2.75778,2.75778,2.75778,2.75778,2.75778,2.75778,2.75778,2.75778,3.917916,3.917916,3.917916,3.917916,3.917916,3.917916,3.917916,3.547557,3.547557,3.547557,3.547557,3.547557,2.628479,2.628479,2.628479,2.628479,2.334445,2.334445,2.334445,3.256328,3.256328,3.256328,4.335683,4.335683,4.78918,4.78918,4.285698,4.285698,2.93759,2.93759,1.342322,0.217047,0.217047,0.811309,2.273052,3.783042,4.578563,4.293642,3.007213,1.274077,0.375501,0.31538,1.86477,4.002155,4.242683,2.257092,0.425451,0.772687,1.529293,1.357528,0.812509,4.03481,12.084223,9.544791,3.039516,8.682115,9.444901,3.364941,3.272945,2.291824,2.723825,2.91051,1.948924,1.24112,0.675419,0.620608,2.203793,0.471012,0.347767,0.313147,0.434555,0.602897,0.385475,0.108563,0.138477,0.292926,0.381014,0.254461,0.180187,0.165274,0.229376,0.187787,0.175463,0.124497,0.178683,0.126596,0.233465,0.102297,0.167921,0.176845,0.163085,0.15318,0.210101,0.204718,0.219171,0.16023,1722.65625,?
52,'2019/02/12 17:09:17:003',2,8.017776,8.017776,8.017776,8.017776,8.017776,8.017776,8.017776,8.017776,5.612254,5.612254,5.612254,5.612254,5.612254,5.612254,5.612254,2.236182,2.236182,2.236182,2.236182,2.236182,1.503217,1.503217,1.503217,1.503217,2.071559,2.071559,2.071559,1.53658,1.53658,1.53658,3.296015,3.296015,4.428556,4.428556,4.270329,4.270329,3.159171,3.159171,1.709501,0.557999,0.557999,0.740875,2.144015,3.67053,4.521625,4.290801,3.04097,1.325493,0.270927,0.277202,1.834838,3.930687,4.142487,2.194073,0.35788,0.507251,1.681054,1.365068,0.717703,4.074565,12.086429,10.477255,2.514104,7.277102,8.968753,1.531876,0.845027,1.64478,2.891078,3.257837,1.097198,0.735489,0.292322,0.456658,0.922358,0.427967,0.435291,0.693321,0.179904,0.407146,0.30469,0.148479,0.172033,0.165983,0.403416,0.242797,0.162259,0.182908,0.22995,0.239321,0.193853,0.248205,0.225379,0.152522,0.264469,0.142442,0.153404,0.171729,0.19506,0.157308,0.184954,0.19657,0.167,0.141592,1765.722656,?
53,'2019/02/12 17:09:17:020',2,3.497956,3.497956,3.497956,3.497956,3.497956,3.497956,3.497956,3.497956,3.309601,3.309601,3.309601,3.309601,3.309601,3.309601,3.309601,3.154229,3.154229,3.154229,3.154229,3.154229,2.476658,2.476658,2.476658,2.476658,1.042242,1.042242,1.042242,1.875079,1.875079,1.875079,3.543656,3.543656,4.217321,4.217321,3.792263,3.792263,2.511764,2.511764,1.014416,0.21833,0.21833,0.967121,2.335264,3.71797,4.440283,4.171075,3.003738,1.49156,0.503435,0.540223,1.967148,3.951739,4.194163,2.360869,0.568596,0.421185,1.454749,1.554761,0.773255,3.882185,11.690119,10.103763,1.452378,7.17938,8.429118,2.587349,1.60451,0.280979,2.749391,2.828719,1.86503,1.046412,1.200675,0.711917,1.786468,0.613144,0.463307,0.624788,0.281853,0.454568,0.307848,0.151902,0.22496,0.288282,0.302069,0.133658,0.178501,0.271308,0.310633,0.190514,0.18364,0.19835,0.173349,0.08817,0.150468,0.170742,0.147785,0.165836,0.182229,0.205688,0.153387,0.155496,0.265343,0.196611,1765.722656,?
54,'2019/02/12 17:09:17:037',2,7.987377,7.987377,7.987377,7.987377,7.987377,7.987377,7.987377,7.987377,5.134666,5.134666,5.134666,5.134666,5.134666,5.134666,5.134666,1.676921,1.676921,1.676921,1.676921,1.676921,1.338711,1.338711,1.338711,1.338711,1.331631,1.331631,1.331631,1.226,1.226,1.226,3.037546,3.037546,3.984221,3.984221,3.832613,3.832613,2.838836,2.838836,1.605716,0.875413,0.875413,0.900038,2.264766,3.778008,4.548176,4.249231,2.995801,1.359049,0.249917,0.636272,1.958443,3.88781,4.160575,2.134004,0.111197,0.432765,1.647394,1.928582,0.598252,4.103061,12.0163,10.35913,1.656596,6.87962,7.346632,2.708486,1.404209,1.230997,2.114266,1.519363,1.777947,1.260394,0.75034,0.610142,1.49111,0.300742,0.306805,0.809505,0.126886,0.330304,0.266403,0.145775,0.286053,0.308345,0.439257,0.246554,0.214479,0.163375,0.22602,0.153326,0.320216,0.223143,0.11718,0.176888,0.12089,0.145694,0.191381,0.182747,0.170454,0.189816,0.142054,0.19043,0.171209,0.291675,1765.722656,?
55,'2019/02/12 17:09:17:054',2,1.338032,1.338032,1.338032,1.338032,1.338032,1.338032,1.338032,1.338032,2.177648,2.177648,2.177648,2.177648,2.177648,2.177648,2.177648,0.776017,0.776017,0.776017,0.776017,0.776017,1.337621,1.337621,1.337621,1.337621,2.394369,2.394369,2.394369,3.194763,3.194763,3.194763,4.027568,4.027568,4.304345,4.304345,3.701751,3.701751,2.303883,2.303883,0.677367,0.373432,0.373432,0.452614,2.296498,3.925024,4.599899,4.131749,2.76277,1.165993,0.15992,0.554295,1.731567,3.590172,3.929676,2.073117,0.169928,0.281711,1.108279,1.220241,0.931821,3.663995,12.043555,10.312486,1.773151,7.006806,8.669543,1.631967,0.773268,1.082367,2.760396,2.309722,0.746278,0.558065,0.840146,0.274384,0.967444,0.606144,0.478986,0.413991,0.417554,0.384355,0.199016,0.143412,0.23293,0.235617,0.377321,0.353982,0.191273,0.206267,0.283478,0.185321,0.124013,0.19981,0.233338,0.24074,0.242136,0.137436,0.135805,0.122915,0.118014,0.154688,0.174928,0.161825,0.114952,0.20727,1765.722656,?
56,'2019/02/12 17:09:17:070',2,4.778836,4.778836,4.778836,4.778836,4.778836,4.778836,4.778836,4.778836,3.098498,3.098498,3.098498,3.098498,3.098498,3.098498,3.098498,1.692178,1.692178,1.692178,1.692178,1.692178,1.153244,1.153244,1.153244,1.153244,1.153587,1.153587,1.153587,2.001034,2.001034,2.001034,3.273816,3.273816,3.920238,3.920238,3.543298,3.543298,2.287313,2.287313,0.775908,0.100398,0.100398,0.879066,2.493405,3.968608,4.590958,4.147427,2.879076,1.434632,0.436867,0.394036,1.620108,3.550727,3.962538,2.206782,0.400286,0.652746,1.839271,1.733307,1.017656,3.886943,11.769366,10.751442,3.334144,8.718565,9.24701,2.898578,1.440391,0.81333,2.513152,2.860247,0.812793,0.930247,0.393731,0.471415,0.608382,0.605794,0.466365,0.424186,0.356667,0.508342,0.336457,0.130955,0.14776,0.266126,0.283097,0.369462,0.198955,0.16165,0.268258,0.138231,0.189833,0.178845,0.194483,0.184297,0.119451,0.184671,0.149526,0.174023,0.138345,0.188622,0.138838,0.128054,0.168914,0.184143,1765.722656,?
57,'2019/02/12 17:09:17:087',2,4.954452,4.954452,4.954452,4.954452,4.954452,4.954452,4.954452,4.954452,4.007276,4.007276,4.007276,4.007276,4.007276,4.007276,4.007276,2.931997,2.931997,2.931997,2.931997,2.931997,1.742036,1.742036,1.742036,1.742036,0.385495,0.385495,0.385495,2.039517,2.039517,2.039517,3.579391,3.579391,4.197757,4.197757,3.738014,3.738014,2.358988,2.358988,0.750623,0.479596,0.479596,0.433341,2.268111,3.970441,4.774647,4.455212,3.205169,1.629146,0.387603,0.69508,1.96902,3.772429,4.008986,2.056903,0.16628,0.639566,2.012241,1.577279,0.430558,3.904602,11.595876,10.686238,3.037021,8.35176,7.98444,1.452912,2.058835,1.030882,2.871467,3.687187,1.022488,1.026095,1.178207,0.360483,1.459803,0.415792,0.233494,0.485441,0.156528,0.360125,0.25373,0.221654,0.115692,0.271708,0.356918,0.405732,0.184164,0.158212,0.186702,0.147646,0.16279,0.225398,0.116523,0.169079,0.191613,0.178912,0.172408,0.197198,0.201773,0.20743,0.129076,0.215081,0.170882,0.21919,1765.722656,?
58,'2019/02/12 17:09:17:103',2,8.867386,8.867386,8.867386,8.867386,8.867386,8.867386,8.867386,8.867386,6.422779,6.422779,6.422779,6.422779,6.422779,6.422779,6.422779,3.621156,3.621156,3.621156,3.621156,3.621156,1.537068,1.537068,1.537068,1.537068,1.793566,1.793566,1.793566,2.864861,2.864861,2.864861,3.889759,3.889759,4.344695,4.344695,3.873301,3.873301,2.533026,2.533026,0.99217,0.309518,0.309518,0.799169,2.457931,3.991744,4.692932,4.278316,2.897542,1.191937,0.175131,0.959257,2.057654,3.67042,3.723939,1.742832,0.269631,0.326186,1.478621,1.577965,0.435983,4.543737,12.259062,11.106503,1.451104,7.53466,8.419949,3.242194,1.232616,2.032477,2.485915,1.579962,0.575596,0.488404,0.394131,0.5783,1.145448,0.792765,0.328171,0.792286,0.309814,0.723459,0.234568,0.118686,0.123114,0.322765,0.505319,0.337496,0.393308,0.241669,0.388517,0.199035,0.192058,0.226632,0.147676,0.187713,0.166069,0.292156,0.137323,0.138029,0.178547,0.191264,0.177627,0.198592,0.185596,0.200033,1765.722656,?
59,'2019/02/12 17:09:17:129',2,3.37343,3.37343,3.37343,3.37343,3.37343,3.37343,3.37343,3.37343,3.748186,3.748186,3.748186,3.748186,3.748186,3.748186,3.748186,3.296302,3.296302,3.296302,3.296302,3.296302,2.293793,2.293793,2.293793,2.293793,1.245611,1.245611,1.245611,2.086584,2.086584,2.086584,3.465683,3.465683,4.070715,4.070715,3.649103,3.649103,2.448498,2.448498,1.14292,0.434157,0.434157,0.856922,2.304819,3.868841,4.68053,4.387479,3.173168,1.670551,0.580155,0.291587,1.564258,3.476443,3.822798,2.155668,0.452824,0.508026,1.968376,1.63402,0.843406,4.332465,12.015771,10.131535,1.329,8.147695,8.98051,2.789217,1.351241,1.235384,2.413293,3.447735,0.85672,0.880226,0.349734,0.445407,2.367097,1.015727,0.380566,0.561648,0.200117,0.633108,0.358848,0.194082,0.208299,0.168248,0.338791,0.273804,0.125221,0.182313,0.207816,0.275304,0.165791,0.185005,0.125235,0.204405,0.173283,0.120415,0.12992,0.190869,0.21606,0.154989,0.18079,0.157819,0.22136,0.182265,1765.722656,?
60,'2019/02/12 17:09:17:152',2,10.359068,10.359068,10.359068,10.359068,10.359068,10.359068,10.359068,10.359068,8.372166,8.372166,8.372166,8.372166,8.372166,8.372166,8.372166,5.742993,5.742993,5.742993,5.742993,5.742993,2.739437,2.739437,2.739437,2.739437,1.595886,1.595886,1.595886,3.11691,3.11691,3.11691,4.139348,4.139348,4.395361,4.395361,3.849867,3.849867,2.663611,2.663611,1.327694,0.452202,0.452202,1.134981,2.73844,4.269613,4.979883,4.539652,3.096504,1.304579,0.260227,0.28222,1.607341,3.591477,3.909235,2.050848,0.233874,0.581221,2.134402,2.004067,1.419708,4.123939,11.908993,9.982114,1.719701,7.771694,8.615926,4.897038,2.446986,0.702955,2.881749,3.928464,1.894791,1.551247,1.126354,0.631587,1.602688,0.387474,0.441177,0.339467,0.337063,0.659056,0.322818,0.169475,0.189024,0.259622,0.47797,0.449278,0.197866,0.316682,0.181598,0.142994,0.153554,0.20464,0.193043,0.207977,0.238657,0.160966,0.14239,0.145942,0.143541,0.200459,0.233963,0.130958,0.236326,0.209904,1722.65625,?
61,'2019/02/12 17:09:17:160',2,8.394152,8.394152,8.394152,8.394152,8.394152,8.394152,8.394152,8.394152,7.245922,7.245922,7.245922,7.245922,7.245922,7.245922,7.245922,5.681697,5.681697,5.681697,5.681697,5.681697,3.735863,3.735863,3.735863,3.735863,1.736891,1.736891,1.736891,2.433133,2.433133,2.433133,4.08319,4.08319,4.640459,4.640459,3.993938,3.993938,2.506409,2.506409,0.978587,0.275878,0.275878,0.979818,2.419899,3.95746,4.81512,4.614326,3.450462,1.878246,0.757057,0.763393,2.029266,3.824216,4.02024,2.183222,0.60863,0.882223,1.900276,1.567517,1.049392,4.146022,12.176752,11.284535,4.807818,6.789419,9.285397,4.628111,2.15896,1.294548,2.38581,2.14422,1.330707,1.707061,1.137674,0.677415,2.270668,0.565043,0.280524,0.323148,0.377954,0.52432,0.254337,0.230292,0.18844,0.160087,0.438756,0.493553,0.309215,0.298038,0.228916,0.164313,0.187143,0.181145,0.139034,0.145553,0.1542,0.199013,0.117167,0.106215,0.102013,0.221209,0.225165,0.236111,0.164986,0.15938,1765.722656,?
62,'2019/02/12 17:09:17:173',2,6.019352,6.019352,6.019352,6.019352,6.019352,6.019352,6.019352,6.019352,4.598459,4.598459,4.598459,4.598459,4.598459,4.598459,4.598459,2.381679,2.381679,2.381679,2.381679,2.381679,0.626846,0.626846,0.626846,0.626846,1.419452,1.419452,1.419452,0.38173,0.38173,0.38173,1.991214,1.991214,3.23369,3.23369,3.130341,3.130341,2.089207,2.089207,0.974448,0.273183,0.273183,0.758432,2.352078,4.049364,4.951743,4.631037,3.170287,1.207505,0.143658,0.416591,2.045207,4.067954,4.293847,2.507604,0.682894,0.376169,1.810496,1.644724,1.402248,4.439749,12.437572,10.239678,2.032676,8.834756,9.924907,2.089396,0.952075,1.114521,2.184755,4.339549,1.847539,0.885968,1.205283,0.618006,1.857919,0.677489,0.429825,0.490439,0.379143,0.556091,0.307928,0.159203,0.131029,0.309402,0.306871,0.216601,0.123165,0.137524,0.141227,0.13495,0.13449,0.085299,0.17016,0.126628,0.176886,0.204487,0.158486,0.199826,0.181978,0.128375,0.227419,0.2927,0.198191,0.166743,1722.65625,?
63,'2019/02/12 17:09:17:188',2,8.210032,8.210032,8.210032,8.210032,8.210032,8.210032,8.210032,8.210032,5.562326,5.562326,5.562326,5.562326,5.562326,5.562326,5.562326,3.586109,3.586109,3.586109,3.586109,3.586109,3.173807,3.173807,3.173807,3.173807,2.741341,2.741341,2.741341,2.497925,2.497925,2.497925,3.358831,3.358831,4.113515,4.113515,3.904286,3.904286,2.845229,2.845229,1.569896,0.515407,0.515407,0.749672,2.49708,4.189735,5.064229,4.754313,3.322924,1.299826,0.321325,0.387541,1.296034,3.26122,3.482277,1.629487,0.329855,0.681361,1.9416,2.028181,1.645683,3.652956,12.330356,11.166446,3.43954,6.152323,9.111881,1.747769,1.330589,2.218942,2.604116,2.832358,0.939843,0.935776,1.151605,0.61423,2.554538,0.950316,0.399557,0.547857,0.46513,0.43486,0.193225,0.263746,0.224914,0.224601,0.340492,0.352799,0.188017,0.191363,0.286462,0.153955,0.110211,0.146895,0.119848,0.142033,0.102527,0.170792,0.167769,0.15076,0.192752,0.178238,0.147975,0.164298,0.158329,0.153132,1765.722656,?
64,'2019/02/12 17:09:17:203',2,10.879622,10.879622,10.879622,10.879622,10.879622,10.879622,10.879622,10.879622,7.688035,7.688035,7.688035,7.688035,7.688035,7.688035,7.688035,4.041138,4.041138,4.041138,4.041138,4.041138,1.936336,1.936336,1.936336,1.936336,2.223635,2.223635,2.223635,3.377122,3.377122,3.377122,4.337308,4.337308,4.495318,4.495318,3.739802,3.739802,2.335325,2.335325,0.978146,0.394726,0.394726,0.730395,2.394132,4.150898,5.073855,4.788393,3.372263,1.367236,0.393099,0.55474,1.540378,3.474339,3.687398,1.894475,0.224851,0.642588,1.596058,1.488054,0.96069,4.196574,12.46735,10.852763,3.334049,7.434446,8.733307,1.863692,2.76424,1.094886,2.391721,2.869588,1.406688,0.748255,0.798439,0.34721,2.431394,0.515297,0.498789,0.405777,0.135086,0.540483,0.457388,0.206353,0.319566,0.219554,0.234028,0.330759,0.238619,0.133915,0.332848,0.214828,0.158705,0.184039,0.134182,0.181273,0.170214,0.195781,0.13497,0.228735,0.160189,0.150795,0.189825,0.18144,0.187616,0.144506,1722.65625,?
65,'2019/02/12 17:09:17:220',2,6.773448,6.773448,6.773448,6.773448,6.773448,6.773448,6.773448,6.773448,3.835466,3.835466,3.835466,3.835466,3.835466,3.835466,3.835466,1.307146,1.307146,1.307146,1.307146,1.307146,2.768822,2.768822,2.768822,2.768822,2.301145,2.301145,2.301145,1.813886,1.813886,1.813886,3.57308,3.57308,4.21538,4.21538,3.611851,3.611851,2.346689,2.346689,1.169922,0.52243,0.52243,1.174464,2.879497,4.473783,5.17519,4.685886,3.142814,1.175902,0.174115,0.463556,1.858797,3.768219,3.965745,2.214766,0.421694,0.241094,1.058037,1.539533,1.123247,4.572498,12.56427,10.354288,2.84548,8.927341,9.47586,3.494413,3.591982,1.307398,4.055559,4.443033,0.664603,0.622308,0.962305,0.576366,1.238541,0.41216,0.640297,0.578459,0.221607,0.501583,0.391533,0.137292,0.348699,0.288398,0.486085,0.29141,0.156505,0.196099,0.30615,0.322671,0.155821,0.180717,0.26621,0.172785,0.182979,0.137304,0.078573,0.242486,0.216578,0.175474,0.187194,0.180012,0.227405,0.092347,1722.65625,?
66,'2019/02/12 17:09:17:236',2,9.854883,9.854883,9.854883,9.854883,9.854883,9.854883,9.854883,9.854883,5.879303,5.879303,5.879303,5.879303,5.879303,5.879303,5.879303,2.721816,2.721816,2.721816,2.721816,2.721816,3.562233,3.562233,3.562233,3.562233,3.34103,3.34103,3.34103,3.496143,3.496143,3.496143,4.150161,4.150161,4.217641,4.217641,3.543234,3.543234,2.297544,2.297544,1.039858,0.539289,0.539289,0.473644,2.368629,4.141787,4.998475,4.630873,3.146667,1.223939,0.798315,1.458837,2.615034,4.045513,3.777148,1.565712,0.769117,0.732925,1.692256,1.724557,0.450939,4.154637,12.104469,10.947437,2.467645,7.58963,8.566633,3.457988,3.2334,1.856871,2.735988,3.395039,0.487068,0.666673,0.946126,0.871737,1.391361,0.952295,0.402622,0.355882,0.190831,0.49415,0.334306,0.182738,0.272103,0.354139,0.55196,0.182444,0.157035,0.335101,0.185769,0.148168,0.130856,0.170017,0.284354,0.124533,0.189701,0.148088,0.239534,0.139377,0.135823,0.169303,0.233768,0.219645,0.20952,0.17122,1765.722656,?
67,'2019/02/12 17:09:17:253',2,8.243952,8.243952,8.243952,8.243952,8.243952,8.243952,8.243952,8.243952,6.665404,6.665404,6.665404,6.665404,6.665404,6.665404,6.665404,4.521924,4.521924,4.521924,4.521924,4.521924,2.281657,2.281657,2.281657,2.281657,1.334157,1.334157,1.334157,2.031745,2.031745,2.031745,2.943187,2.943187,3.454136,3.454136,3.280692,3.280692,2.387012,2.387012,1.147237,0.490427,0.490427,1.160719,2.784486,4.400494,5.2253,4.941525,3.630061,1.819023,0.417557,0.528179,1.906217,3.760998,3.89827,1.717375,0.541555,0.486043,1.324526,1.938444,0.543435,4.219218,12.278907,11.686284,3.697237,9.40971,9.427223,1.886612,1.68755,1.426818,2.568546,2.301308,0.90259,0.753138,0.317013,0.438703,1.20098,0.404223,0.229874,0.560418,0.20922,0.284686,0.313511,0.208295,0.270798,0.220597,0.367407,0.322385,0.19252,0.240674,0.243686,0.212788,0.113042,0.078686,0.225894,0.262423,0.129329,0.208409,0.17382,0.076987,0.197009,0.180192,0.180811,0.164611,0.173718,0.178773,1765.722656,?
68,'2019/02/12 17:09:17:270',2,6.764275,6.764275,6.764275,6.764275,6.764275,6.764275,6.764275,6.764275,4.879216,4.879216,4.879216,4.879216,4.879216,4.879216,4.879216,2.961955,2.961955,2.961955,2.961955,2.961955,2.174438,2.174438,2.174438,2.174438,1.623289,1.623289,1.623289,1.789249,1.789249,1.789249,3.518922,3.518922,4.391368,4.391368,4.009804,4.009804,2.567335,2.567335,0.717561,0.314457,0.314457,0.775754,2.731233,4.527101,5.327506,4.914955,3.490866,1.689999,0.386807,0.467325,1.632859,3.5432,4.02114,2.404887,0.699748,0.951195,2.148952,2.294441,0.809317,4.577236,12.256145,10.150764,3.252335,8.788209,9.812708,1.667321,1.772467,1.702685,2.851257,3.101918,0.752519,0.621582,0.580448,0.240878,1.835507,0.532911,0.384198,0.457592,0.26749,0.507251,0.431778,0.216699,0.210103,0.193346,0.27594,0.382052,0.221484,0.33687,0.301321,0.229657,0.170805,0.162438,0.148766,0.167617,0.178614,0.180773,0.171853,0.213347,0.13881,0.176622,0.202584,0.1517,0.228393,0.164655,1722.65625,?
